Landfill_ID,Landfill_Name,Landfill_Alias,State,Address,City,County,Zipcode,Latitude,Longitude,Ownership_Type,Year_opened,Landfill_Closure_Year,Status,Current_Area,Current_Depth,Design_Capacity_tons,Waste_in_Place_tons,Annual_waste_acceptance_rate_tons
728,Venice Landfill,Coast Guard Road SLF,LA,339 Coast Guard Road,Venice,Plaquemines,70091,29.2553,-89.364,Private,1981,2015,Closed,,,"466,667","134,856","14,984"
1442,Upper Cumberland LF,,TN,776 Terry Odle Road,Red Boiling Springs,Clay,37150,36.560415,-85.70786,Private,1991,,Open,17,,,"133,987","9,724"
661,Trego County LF,,KS,24064 M Road,Wakeeney,Trego,67672,38.958,-99.898,Public,1976,,Open,,,,"133,956","1,274"
2326,Pierre Landfill,,SD,Highway 34 (East of Pierre),Pierre,Hughes,57501,44.332,-100.0715,Public,2003,2282,Open,17,35,"5,673,776","133,933","23,000"
1117,Pamlico County LF,,NC,,Bayboro,Pamlico,,,,Public,1982,1996,Closed,,,,"133,583","2,044"
1666,Hayward Town LF,,WI,U.S. Highway 63 & Stress Road,Hayward,Sawyer,54843,45.996,-91.529,Unknown,1971,1990,Closed,,,,"133,120","6,664"
1434,Smith County LF,,TN,370 Kennedy Road,Carthage,Smith,37030,36.269692,-85.933982,Public,1988,2025,Open,,,,"132,992","25,454"
1205,City of Brooklyn LF,,OH,9400 Memphis Avenue,Brooklyn,Cuyahoga,44144,41.444,-81.7515,Public,1957,2010,Closed,40,36,,"132,050","3,873"
868,Henry County SLF,,MO,,,Henry,,,,Private,1981,1994,Closed,,,,"132,017",581
307,Valley Tree & Construction Disposal Site,Valley Center,CA,4233 Quinn Road,Bakersfield,Kern,93308,35.44521,-119.08308,Private,,1978,Closed,,,,"130,000",0
587,Griffith LF,,IN,,,Lake,,,,Public,1977,1993,Closed,,,,"129,466",797
703,West Carroll SLF,,LA,"448 Landfill Road
S. of Hwy 582",Oak Grove,West Carroll,71263,32.7635,-91.3464,Public,1986,,Open,,,,"128,513","14,400"
1368,Fentress County LF,,TN,,Jamestown,Fentress,,,,Public,1983,1994,Closed,,,,"127,893",901
1138,Swain County LF,,NC,Buckner Branch Road SR-1311,Bryson City,Swain,28713,35.4199,-83.4694,Public,1972,1995,Closed,,,,"127,170","4,859"
1243,Milton-Freewater LF,,OR,,Milton-Freewater,Umatilla,97862,44.0945,-121.2936,Public,1972,2030,Open,,,,"125,000","5,075"
2080,Hana Landfill,,HI,Waikaloa Street,Hana,Maui,96713,20.76778,-155.98859,Public,1969,2079,Open,34,35,"300,000","124,500",
156,Foxen Canyon SLF,Foxen LF,CA,,Los Olivos,Santa Barbara,93441,37.95,-121.283334,Private,,2003,Closed,,,,"120,000","10,815"
440,U.S. 78 Phase I,,GA,,Lexington,Oglethorpe,30648,,,Unknown,1976,1994,Closed,,,,"118,389","6,231"
1563,Wendover City LF,,UT,,Wendover,Tooele,,,,Public,1970,1996,Closed,,,,"118,260","5,110"
1085,Graham County LF,,NC,,Robbinsville,Graham,,,,Public,1973,1999,Closed,,,,"117,713","3,566"
300,Twin Bridges LF,,CA,8103 Millville Plains Road,Anderson,Shasta,96007,40.49722,-122.19694,Private,1990,2002,Closed,,,,"114,600","10,866"
1058,Caswell County LF,,NC,162 Landfill Road,Yanceyville,Caswell,27379,36.4395,-79.3644,Public,1975,1995,Closed,,,,"111,731","5,555"
662,Wichita County LF,,KS,13500 Road R,Leoti,Wichita,67861,38.45251,-101.34195,Public,1976,,Open,,,,"111,490","1,288"
85,Buttonwillow SLF,,CA,,Buttonwillow,Kern,93206,34.15,-118.733334,Public,1972,1998,Closed,,,,"110,745",65
1535,White Hills Class I LF,Sanpete County LF,UT,"off SR-137
4 miles SE of Gunnison",Gunnison,Sanpete,,39.12361,-111.7489,Public,2001,2066,Open,,,,"108,396","12,552"
886,Salem SLF,,MO,,,Dent,,,,Public,1975,1994,Closed,,,,"108,015","4,572"
1553,Beaver County LF,Beaver County SSD #5,UT,1950 N 1250 W,Beaver,Beaver,84713,38.3059,-112.668,Public,1968,2026,Open,6,,,"107,648","7,319"
860,Crawford County SLF,,MO,,,Crawford,,,,Private,1976,1992,Closed,,,,"107,440","5,151"
77,Borrego Landfill,Borrego Springs LF,CA,2449 Palm Canyon Road,Borrego Springs,San Diego,92004,33.248,-116.293,Private,1973,2046,Open,,,,"107,389","5,268"
2316,Salem Municipal Landfill #2,,IL,900 E. Lake Street,Salem,Marion,62881,38.6165,-88.9453,Public,1977,2012,Closed,,,"274,200","107,200","22,369"
629,Van Buren County SLF,,IA,,Douds,Van Buren,,,,Public,1975,1994,Closed,,,,"104,866",
583,Ft. Benjamin Harrison,,IN,,,Marion,,,,Public,1980,1991,Closed,,,,"101,760","8,480"
65,Benton SLF,,CA,400 Christie Lane,Benton,Mono,93514,37.81825,-118.4686,Public,,2027,Open,,,,"100,000","28,605"
180,Independence Disposal Site,,CA,End of Dump Road,Independence,Inyo,93526,36.7884,-118.17586,Public,,2038,Open,,,,"100,000",525
200,Lone Pine Disposal Site,,CA,End of Substation Road,Lone Pine,Inyo,93545,36.59421,-118.03495,Public,,2087,Open,,,,"100,000","2,494"
229,Oasis Disposal Site,Oasis SLF,CA,84-505 84th Avenue,Oasis,Riverside,92274,33.439,-116.0815,Public,,2045,Open,,,,"100,000",4
261,Rio Vista SLF,,CA,Airport Road,Rio Vista,Solano,94571,38.1775,-121.68944,Public,,1992,Closed,,,,"100,000","3,392"
1033,Woodstock SLF,,NY,,Woodstock,Ulster,,,,Public,1969,1993,Closed,,,,"100,000","5,000"
2328,Tri-County Landfill,,SD,24978 349th Avenue,Pukwana,Brule,57370,43.7624,-99.2122,Public,1996,2040,Open,40,,"1,400,000","100,000","14,000"
549,LaGrange County LF,,IN,532 E 300 S,LaGrange,LaGrange,46761,41.598,-85.415,Public,1975,1998,Closed,,,,"99,220","4,510"
10362,Wayland LF,,MA,484 Boston Post Road,Wayland,Middlesex,01778,42.36326667,-71.38081667,Public,1979,2010,Closed,11,,"108,190","99,190","2,813"
557,Owen County LF,,IN,,Spencer,Owen,47460,39.2899,-86.7784,Public,1975,2000,Closed,,,,"98,626","4,483"
853,3M Company Nevada Missouri Plant SLF,,MO,,,Vernon,,,,Private,1978,1993,Closed,,,,"98,520","4,691"
1374,Grundy County LF,,TN,,,Grundy,,35.3611,-85.7425,Public,1977,2001,Closed,,,,"96,732","7,150"
1348,Clay County LF,,TN,,,Clay,,,,Public,1981,1989,Closed,,,,"96,525","10,725"
901,Ziegenbein SLF,,MO,,,Pulaski,,,,Unknown,1975,1990,Closed,,,,"94,640","5,915"
857,Cape Girardeau SLF,,MO,,,Cape Girardeau,,,,Public,1976,1993,Closed,,,,"93,704","4,365"
1573,Bedford City Hylton Site,Bedford City LF,VA,856 Orange Street,Bedford,Bedford,24523,37.3333,-79.50416,Public,1994,,Open,,,,"92,664","5,958"
2084,Naiwa Landfill,Molokai Integrated Solid Waste Management Facility,HI,Maunaloa Highway,Kaunakakai,Maui,96748,21.118,-157.062,Public,1993,,Open,,50,"121,000","90,800","6,570"
704,Lincoln Parish LF,,LA,,Dubach,Lincoln,,,,Public,1976,1994,Closed,,,"472,439","90,079","16,879"
11500,Jefferson County CR-138 MSWL,,GA,1619 Mennonite Church Road,Louisville,Jefferson,30434,33.1018,-82.4164,Public,1999,,Open,,,,"89,919","14,640"
585,Greendale LF,,IN,,,Dearborn,,,,Unknown,1975,1994,Closed,,,,"89,407","5,264"
1373,Gratio LF,,TN,"2669 Inman Holllow Road
0.3 mi S INT Buyrl-Larry Road",Obion,Obion,38240,36.2657,-89.4125,Public,1979,1997,Closed,,,,"89,356","12,870"
861,Edward Mehl SLF,,MO,,,Camden,,,,Private,1979,1991,Closed,,,,"88,725","6,825"
1378,Hartsville/Trousdale LF,,TN,,,Trousdale,,,,Public,1974,1995,Closed,,,,"88,458",286
2252,Little Squaw LF,,ME,Dyer Road,Greenville,Piscataquis,04441,45.456,-69.6258,Public,1986,2011,Closed,,,"125,000","85,000","2,500"
1611,Delano LF,,WA,,Grand Coulee,Grant,99133,47.942,-118.99,Public,1973,2009,Closed,6.3,38,"84,830","83,500","3,300"
202,Lost Hills SLF,,CA,14251 Holloway Road,Lost Hills,Kern,93249,35.6311,-119.75732,Public,1973,,Closed,7,40,"830,800","82,140","1,410"
1126,Dan Johnson LF,,NC,"SR 1931
near town",Ronda,Wilkes,28621,,,Private,1975,1993,Closed,,,,"82,099",0
11321,Kalamaula Landfill,,HI,Maunaloa Highway,Naiwa,Maui,96748,21.10096,-157.05001,Public,1970,1993,Closed,,17,"81,625","81,625",
1341,Carthage City LF,,TN,,,Smith,,,,Public,1972,1990,Closed,,,,"81,510","4,290"
1398,Lewisburg City LF,,TN,,,Marshall,,35.6507,-88.3924,Public,1979,1990,Closed,,,,"79,966","6,664"
1546,Green River LF,,UT,,Green River,Emery,,,,Public,1965,1995,Closed,,,,"79,205","2,555"
746,Fort Detrick SLF,,MD,,Fort Detrick,Frederick,21702,39.43889,-77.422223,Public,,,Unknown,,,,"79,172",693
245,Picacho Cut and Fill Site,,CA,,Winterhaven,Imperial,,,,Private,,,Unknown,,,,"76,800",829
1547,Grand County LF,,UT,,Moab,Grand,,,,Public,1960,2004,Closed,,,,"76,300","13,650"
654,Kiowa County LF,,KS,"Hwy 183
3.5 mi N of Town",Greensburg,Kiowa,67054,37.640368,-99.324255,Public,1986,1997,Closed,,,,"76,076","1,898"
859,Fredericktown City SLF,,MO,,,Madison,,,,Public,1976,1994,Closed,,,,"75,863","1,288"
897,Wayne County Landfill,,MO,Highway E,Greenville,Wayne,63944,37.1272,-90.445,Public,1977,1991,Closed,,,,"75,653",
246,Pitchess Honor Rancho LF,Pitchess Detention Center,CA,,Saugus (Santa Clarita),Los Angeles,91355,,,Public,,1992,Closed,,,,"75,000","5,520"
297,Tulelake SLF,Tulelake Solid Waste LF,CA,,Tulelake,Siskiyou,96134,41.95,-121.466667,Public,,2001,Closed,,,,"75,000","1,584"
2192,St. Anthony Landfill,,ID,716 N 2400 E,St Anthony,Fremont,83445,43.9808,-111.6779,Public,1965,,Open,18,25,"100,000","75,000","4,380"
211,Mecca LF II,,CA,"95250 66th Avenue
Box Canyon Road & Garfield Street",Mecca,Riverside,92254,33.57194,-116.00306,Public,,,Open,,,,"72,000","2,864"
1536,Sevier County/Sage Flat LF,,UT,"Sage Flat Road
off SR-24",Sigurd,Sevier,,38.835001,-111.901945,Public,1994,2024,Open,,,,"70,200","18,744"
1380,Henderson County LF,,TN,,,Henderson,,,,Public,1990,1996,Closed,,,,"69,529","8,580"
1383,Houston County LF,,TN,,Erin,Houston,37061,36.23142,-87.71927,Public,1973,1992,Closed,,,,"69,002","5,348"
1534,Millard County LF,Millard County/Delta LF,UT,2250 S. Highway 50,Delta,Millard,84624,39.32055,-112.47138,Public,1986,2034,Open,,,,"67,650","13,469"
10092,Peters Mountain LF,,VA,Route 600,Covington,Alleghany,24426,37.772,-80.0725,Public,,2052,Open,,,"555,106","67,033","12,851"
1155,Madison County LF 2,,NC,271 Craig Rudisill Road,Marshall,Madison,28753,35.809,-82.72,Public,1993,2004,Closed,,50,,"65,047","7,411"
355,Bristol LF,,CT,,Bristol,Hartford,,,,Public,1984,1997,Closed,,,,"65,000","5,000"
855,Atchison County SLF,,MO,,,Atchison,,,,Public,1976,1993,Closed,,,,"60,944",950
1419,Pickett County LF,,TN,3065 Gib Moles Road,Byrdstown,Pickett,38549,36.5625,-85.12,Public,1976,2015,Closed,,,,"60,435","2,679"
204,Lucerne Valley Disposal Site,,CA,Camp Rock Road,Lucerne Valley,San Bernardino,92356,34.4307,-116.8542,Public,1965,1993,Closed,,,"60,000","60,000","4,580"
1439,Tri-Cities/Dresden LF,,TN,,Dresden,Weakley,,36.202778,-83.780279,Private,1972,1993,Closed,,,,"59,837","3,157"
1572,Amelia County SLF,,VA,,,Amelia,,,,Public,1982,1993,Closed,12,,,"57,320",
854,A & M SLF,,MO,,,Cass,,,,Private,1985,1991,Closed,,,,"56,987","6,730"
203,Loyalton LF,,CA,"Garbage Pit Road
1 Mi E Loyalton",Loyalton,Sierra,96118,39.67,-120.22,Public,1977,2017,Closed,,,,"56,400","2,376"
252,Pumice Valley SLF,,CA,200 Dross Road,Lee Vining,Mono,93541,37.90694,-119.06528,Public,,2036,Open,,,,"55,800",224
1451,Greenfield LF,,TN,,Greenfield,Weakley,38230,36.3838,-86.4496,Public,1973,1994,Closed,,,,"55,034",778
282,South Coast Refuse Disposal,South Coast Solid Waste Site,CA,Fish Rock Road,Gualala,Mendocino,95445,38.83,-123.54389,Public,,2001,Closed,,,,"54,600","1,876"
82,Bridgeport SLF,,CA,,Bridgeport,Mono,95338,34.183334,-118.3,Public,,2004,Closed,,,,"54,000",103
537,Crane NWSC LF,,IN,,Crane,Martin,47522,38.8252,-86.8431,Public,1981,2009,Closed,,,,"53,568","3,348"
1032,Warwarsing SLF,Wawarsing SLF,NY,,Naponochle,Ulster,,,,Public,1979,1993,Closed,,,,"52,500","3,500"
1068,Clay County LF,,NC,,,Clay,,,,Public,1982,1996,Closed,,,,"52,189","1,807"
724,St. James Parish LF,,LA,,,St. James,,,,Public,1986,1993,Closed,,,"671,358","51,628","3,370"
1548,Blanding LF,,UT,,Blanding,San Juan,,,,Public,1956,1995,Closed,,,,"50,780",780
66,Berryessa Garbage Service Disposal Site,,CA,Steele Canyon Road,Napa,Napa,94559,38.452,-122.1829,Private,,1992,Closed,,,,"50,000","1,203"
67,Bieber Disposal Facility,,CA,,Bieber,Lassen,96009,41.116667,-121.133334,Public,,1992,Closed,,,,"50,000",0
93,Camp San Luis Obispo LF,Sutter Avenue Landfill,CA,Sutter Avenue,Los Osos,San Luis Obispo,93406,35.31803,-120.74299,Public,,1985,Closed,,,,"50,000",
99,Chalfant SLF,,CA,,Chalfant,Mono,93514,37.53089,-118.357,Public,,2004,Closed,,,,"50,000",0
101,Chester SLF,,CA,"CR-322 Off Hwy 36
East Of Chester",Chester,Plumas,96020,40.32667,-121.13833,Public,,2024,Open,,,,"50,000",170
158,Furnace Creek,,CA,"Spur Road
off Hwy 190",Furnace Creek Ranch,Inyo,92328,36.47,-116.853,Public,,1996,Closed,,,,"50,000",140
161,Glennville LF,,CA,Evans Road,Glennville,Kern,93226,35.71993,-118.68282,Public,,1991,Closed,,,,"50,000",0
169,Herlong Disposal Facility,,CA,County Road 328,Herlong,Lassen,96113,40.13669,-120.17019,Public,1980,2000,Closed,,,,"50,000",
177,Hot Spa Cut & Fill Site,,CA,10466 Spa Road,Niland,Imperial,92257,33.41528,-115.67611,Public,1954,2027,Open,,,,"50,000",335
196,Laytonville Refuse Disposal Site,,CA,,Laytonville,Mendocino,,,,Public,,1993,Closed,,,,"50,000",
207,McCloud Community Services District LF,,CA,Timber Road,McCloud,Siskiyou,96057,41.242,-122.132,Public,,1995,Closed,,,,"50,000","2,150"
222,New Cuyama SLF,,CA,1/4 miles SW of New Cuyama,New Cuyama,Santa Barbara,93254,34.95,-119.7,Public,,1997,Closed,,,,"50,000",0
226,Niland Cut & Fill Site,,CA,8450 Cuff Road,Niland,Imperial,92257,33.27111,-115.49167,Public,1941,2041,Open,,,,"50,000",507
242,Palo Verde Cut & Fill Site,,CA,,Palo Verde,Imperial,92266,33.35,-118.316667,Public,,2013,Closed,,,,"50,000",12
266,Salton City Solid Waste Site,Salton City Cut & Fill Site,CA,935 W. Highway 86,Salton City,Imperial,92275,33.22944,-115.98611,Private,,2038,Open,,,,"50,000","1,264"
240,San Nicolas Island LF,Pacific Missile Test Center LF,CA,,Point Mugu (Mil Res),Ventura,93035,33.24778,-119.50472,Public,,1991,Closed,,,,"50,000",
313,Walker SLF,,CA,280 Offal Road,Walker,Mono,96107,38.5545,-119.4548,Public,,2162,Open,,,,"50,000",50
323,Westwood Disposal Facility,,CA,,Westwood,Lassen,96130,40.318,-121.02272,Private,,2027,Open,,,,"50,000","2,160"
2182,Island Park Sanitary Landfill,,ID,3970 Kilgore-Yale Road,Island Park,Fremont,83429,44.4505,-111.3705,Public,1980,,Open,13,15,"75,000","50,000","1,560"
1157,"Rowland Landfill, Inc.",,NC,3000 Gresham Lake Road,Raleigh,Wake,27615,35.88428,-78.58675,Private,1977,1978,Closed,4,,,"50,000",
1414,Newbern Town LF,,TN,,Newbern,Dyer,,,,Public,1972,1994,Closed,,,,"49,335","2,145"
291,Tecopa Disposal Site,,CA,,Tecopa,Inyo,92389,35.85071,-116.18246,Public,,2050,Open,,,,"48,707",0
46,Annapolis LF,,CA,,Annapolis,Sonoma,95412,38.716667,-123.366667,Public,,1995,Closed,,,,"45,289","2,646"
1556,Iron County/ Armstrong Pit LF,,UT,3127 N Iron Springs Road,Cedar City,Iron,84720,37.713889,-113.232223,Public,1994,2044,Open,,,,"44,962","40,124"
218,Morongo Disposal Site,,CA,1/2 mile East of Highway 62,Morongo Valley,San Bernardino,92256,34.0557,-116.558,Public,1979,1998,Closed,,50,"43,194","43,194","6,204"
1342,Cedar Grove LF,,TN,,,Wilson,,,,Unknown,1994,1997,Closed,,,,"42,900","14,300"
1435,South Fulton LF,,TN,,,Obion,,,,Public,1975,1993,Closed,,,,"42,358","2,860"
749,Hancock SLF,,MD,Hess Road,,Washington,,,,Unknown,1967,1993,Closed,25,,,"40,963","3,151"
1528,Rich County LF,,UT,off Highway 30,Laketown,Rich,84038,41.777779,-111.153612,Public,1982,2030,Open,,,,"40,688","3,978"
241,"Intermountain Landfill, Inc.",Packway Materials LF,CA,,Hat Creek,Shasta,96013,33.433334,-114.75,Private,,1993,Closed,,,,"40,500",0
228,North Belridge Solid Waste Disposal Site,,CA,,Lost Hills,Kern,93249,35.52613,-119.78603,Private,,2007,Closed,,,,"39,761",0
1557,Kane County/Kanab LF,Kanab Sanitary Landfill,UT,,Kanab,Kane,84741,37.005556,-112.5,Public,1981,2044,Open,,,,"39,680","4,000"
2431,Duck Creek,,OH,State Route 26,Marietta,Washington,45750,39.4322,-81.3754,Private,1970,1988,Closed,,,,"38,480","14,436"
869,Hermann SLF,,MO,,,Gasconade,,,,Public,1975,1993,Closed,,,,"37,482","1,599"
1549,City of Monticello LF,,UT,,Monticello,San Juan,,,,Private,1960,1995,Closed,,,,"36,000","1,000"
40,Alturas SLF,,CA,"Alturas Dump Road
off Westside Road",Alturas,Modoc,96101,41.45861,-120.56556,Public,,2028,Open,,,,"33,872",0
1564,Manila City LF,,UT,"off Highway 44
3 miles south of Manila",Manila,Daggett,84046,40.941112,-109.699168,Public,1974,,Open,,,,"32,120","1,200"
609,Warren County LF,,IN,,,Warren,,,,Public,1982,1994,Closed,,,,"31,950","2,739"
2019,Chester Landfill,,NH,,Chester,Rockingham,,42.9656,-71.2454,Public,1958,1997,Closed,,,,"30,000","1,000"
1684,Montello City LF,,WI,Fern Avenue,Montello,Marquette,53949,43.8044,-89.3252,Unknown,1970,1990,Closed,,,,"29,012",238
761,Price Chapel SLF,,MD,,,Queen Anne's,,,,Unknown,1955,1991,Closed,,,,"28,000",800
588,IAAP - Charlestown,,IN,,,Clark,,,,Public,1981,1993,Closed,,,,"26,325",168
91,California Valley LF,,CA,,San Luis Obispo,San Luis Obispo,,,,Public,,1998,Closed,,,,"25,000",
162,Goldstone Deep Space Comm Complex,Echo Gold,CA,,Fort Irwin (Mil Res),San Bernardino,,35.3054,-116.79893,Public,,1998,Closed,,,,"25,000",
186,Kennedy Meadows Disposal Site,,CA,Goman Rd W Of Mountain Rd M-152,Johnsondale,Tulare,93207,35.991,-118.105,Public,,2002,Closed,,,,"25,000",0
230,Ocotillo Cut & Fill,,CA,,Ocotillo,Imperial,92274,32.733334,-116,Public,,2005,Closed,,,,"25,000",1
301,Two Harbors LF Site,,CA,Santa Catalina Island Two Harbors,Avalon,Los Angeles,90704,33.43654,-118.5058,Private,,1993,Closed,,,,"25,000",
318,Weed Solid Waste Disposal Site,,CA,Angel Valley Road east of Weed,Weed,Siskiyou,96094,41.43,-122.352,Private,,1995,Closed,,,,"25,000","3,003"
893,Viburnum City SLF,,MO,,,Iron,,,,Public,1978,1993,Closed,,,,"24,788",921
20754,McPherson County Landfill,,KS,1472 Pueblo Road,McPherson,McPherson,67460,38.4784,-97.6536,Public,2014,,Open,,,,"23,600","23,600"
139,Desert Center LF,Eagle Mountain LF,CA,17991 Kaiser Road,Desert Center,Riverside,92239,33.77754,-115.40867,Public,,2087,Open,,,,"23,000",43
905,Doniphan Municipal SLF,,MO,,,Ripley,,,,Unknown,1975,1988,Closed,,,,"22,708","1,622"
887,Savannah SLF,,MO,,,Andrew,,,,Public,1986,1993,Closed,,,,"20,842",660
894,Warren SLF,,MO,,,Reynolds,,,,Unknown,1978,1989,Closed,,,,"20,280","1,690"
878,National Refactories & Mining SLF,,MO,,,Audrain,,,,Private,1985,1993,Closed,,,,"18,992","1,096"
1530,Juab Rural Development Agency Landfill,Nephi City LF,UT,Sheeplane Road,Nephi,Juab,84648,39.684446,-111.925279,Public,1988,2044,Open,,,,"18,300","5,128"
267,San Antonio South Shore Disposal Site,Lake San Antonio South Shore LF,CA,,Bradley,Monterey,93426,35.83333,-120.97167,Public,,1991,Closed,,,,"18,000",
578,Camp Atterbury LF,,IN,,Eindenburgh,Bartholomew,46124,39.3626,-85.9701,Public,1983,1993,Closed,,,,"16,526",672
1554,Garfield County/John's Valley LF,,UT,,,Garfield,,37.7988,-112.0745,Public,1992,2044,Open,,,,"16,200","5,845"
277,Shoshone Disposal Site,,CA,,Shoshone,Inyo,92384,35.9708,-116.24444,Public,,2052,Open,,,,"15,708",0
1039,Esopus SLF,,NY,70 West Shore Drive,Esopus,Ulster,12429,41.804,-73.966,Unknown,1970,1993,Closed,,,,"15,000",500
1574,Bedford County SLF,,VA,"Route 714
Falling Creek Road",Bedford,Bedford,24523,37.309723,-79.502778,Public,1972,2004,Closed,,,,"14,300","3,575"
2253,"Caratunks Forks, West Forks (CFWF) Landfill",West Forks LF,ME,Lower Enchanted Road,West Forks,Somerset,04985,45.3699,-70.0255,Public,1989,2013,Closed,3,,"16,500","13,900","1,400"
1377,Hancock County LF,,TN,,,Hancock,,,,Public,1977,1992,Closed,,,,"13,801",363
224,Newberry Springs Disposal Site,,CA,"Poniete Drive
3 miles South of Highway 66",Newberry Springs,San Bernardino,92365,34.791,-116.66,Public,1965,1991,Closed,,20,"13,751","13,751",
326,Yermo Disposal Site,,CA,40950 Minneola Road,Yermo,San Bernardino,92398,34.94002,-116.766,Public,1964,1998,Closed,,,"12,560","12,560","1,024"
254,Ravendale Disposal,,CA,,Ravendale,Lassen,96123,40.79222,-120.37083,Public,,1997,Closed,,,,"11,616",
586,Greentown,,IN,,,Howard,,,,Public,1975,1991,Closed,,,,"11,492",676
1690,Plymouth City LF,,WI,,Greenbush,Sheboygan,,,,Public,1970,,Closed,,,,"10,260",120
96,Cecilville Disposal Site,,CA,Eddy Gulch Road,Cecilville,Siskiyou,96031,41.15278,-123.13333,Public,,1994,Closed,,,,"10,000",0
97,Cedarville LF - East,,CA,,Cedarville,Modoc,,,,Public,,1993,Closed,,,,"10,000",0
118,Clipper Creek,Clipper Creek LF,CA,,Applegate,Placer,,,,Private,,1990,Closed,,,,"10,000",0
140,Eagleville Disposal Site,,CA,,Eagleville,Modoc,96104,41.31667,-120.04167,Public,,1993,Closed,,,,"10,000",0
154,Fort Bidwell LF,,CA,,Fort Bidwell,Modoc,96112,37.883334,-121.266667,Public,,1993,Closed,,,,"10,000",0
166,Happy Camp Solid Waste Disposal site,,CA,Chambers Drive,Happy Camp,Siskiyou,96039,41.78,-123.4,Private,,1996,Closed,,,,"10,000",0
178,Hotelling Gulch Disposal Site,,CA,,Forks of Salmon,Siskiyou,96031,41.23833,-123.27389,Public,,1995,Closed,,,,"10,000",
185,Kelly Gulch Solid Waste Disposal Site,,CA,,Sawyers Bar,Siskiyou,,41.32667,-123.154,Public,,1994,Closed,,,,"10,000",
190,Lake City LF,,CA,County Rd #15-C,Lake City,Modoc,96115,41.631,-120.116,Public,,1993,Closed,,,,"10,000",0
195,Lava Beds Disposal Site,,CA,,Tulelake,Siskiyou,96134,41.7,-121.46667,Public,,1995,Closed,,,,"10,000",
205,Madeline Disposal Facility,,CA,,Madeline,Lassen,96119,41.05,-120.45333,Public,,1997,Closed,,,,"10,000",
263,Rogers Creek,,CA,,Somes Bar,Siskiyou,,,,Public,,1995,Closed,,,,"10,000",
285,Stonyford Disposal Site,,CA,Lodoga/Stonyford Road,Stonyford,Colusa,95979,39.36037,-122.54461,Public,,2064,Open,,,,"10,000",386
1551,San Juan County/Halls Crossing LF,,UT,,Halls Crossing,San Juan,,,,Public,1970,1995,Closed,,,,"9,464",364
1409,Milan Arsenal LF,,TN,,Success,Carroll,38358,35.895001,-88.719445,Public,1978,1997,Closed,,,,"9,387",286
1151,Western Carolina University,,NC,,Cullowhee,Jackson,,,,Private,1974,1997,Closed,,,,"9,312",108
59,Balance Rock Disposal Site,,CA,,Balance Rock,Tulare,93207,35.883334,-118.666667,Public,,1998,Closed,,,,"9,300",
2390,Dudleyville Landfill,,AZ,8195 North Highway 177,Winkelman,Pinal,85292,32.9997,-110.7879,Public,,,Open,,,,"8,902",
1555,Garfield County/Ticaboo LF,,UT,"SR-276
3.5 miles South of Ticaboo",Ticaboo,Garfield,,37.6172,-110.7283,Public,1993,2014,Closed,10,,,"8,852",439
872,Lake City Army Ammun Plant SLF,,MO,,Independence,Jackson,64051,39.09,-94.249,Public,1980,,Closed,,,,"8,551",87
1524,Snowville LF,,UT,,Snowville,Box Elder,,,,Public,1970,1997,Closed,,,,"8,100",300
1680,Markesan City Town of Mackford LF,,WI,,Mackford,Green Lake,,,,Public,1968,1990,Closed,,,,"7,807",0
1558,Long Valley Sanitary Landfill,Kane County/Glendale LF,UT,1 mile S. of Glendale on Hwy 89,Glendale,Kane,84729,37.299167,-112.608056,Public,1988,2094,Open,10,,,"6,560","2,500"
1302,Fred D. Thebes LF,,PA,,New Bloomfield,Perry,,,,Private,1982,1990,Closed,,,,"5,907","1,195"
1693,Princeton City LF,,WI,Highway 73,Princeton,Green Lake,54968,43.7958,-89.0838,Public,1957,1990,Closed,,,,"5,848",0
322,West Seventh Street Disposal Site,,CA,,San Bernardino,San Bernardino,,,,Private,,,Unknown,,,,"5,563",0
1668,Hustisford Town LF,,WI,,Hustisford Town,Dodge,,,,Unknown,1971,1990,Closed,,,,"5,150",40
595,Newport AAP,,IN,,,Vermillion,,,,Public,1980,1989,Closed,,,,"4,319",432
1663,Easton Town LF,,WI,Evergreen Drive,Easton,Adams,53910,43.8214,-89.8078,Unknown,1970,1990,Closed,,,,"3,833",25
1692,Prentice Village LF,,WI,,Prentice,Price,,,,Unknown,1971,,Closed,,,,"3,627",110
895,Washington SW Municipal Stuetterman Quarry SLF,,MO,,,Franklin,,,,Public,1983,1994,Closed,,,,"3,298",59
864,Gasconade-Morrison SLF,,MO,,,Gasconade,,,,Public,1976,1993,Closed,,,,"2,610",90
889,St. Jude Industrial Park SLF,,MO,,,New Madrid,,,,Private,1977,1994,Closed,,,,"2,560",152
212,Metro Water District - Iron Mountain,Cal Compact/Metro LF,CA,,Vidal,San Bernardino,,,,Public,1959,1965,Closed,,,,"2,400",0
1523,Park Valley LF,,UT,,Park Valley,Box Elder,,,,Public,1980,1995,Closed,,,,"2,400",150
1696,Rio Village LF,,WI,,Lowville,Columbia,,,,Unknown,1970,1990,Closed,,,,"2,258",30
1522,Grouse Creek LF,,UT,,Grouse Creek,Box Elder,84313,41.189446,-113.898334,Public,1980,1995,Closed,,,,"1,760",110
1550,San Juan County/Bluff LF,,UT,,Bluff,San Juan,,,,Public,1980,1995,Closed,,,,"1,600",100
